order_id,F1_XGB,F1_BERT,F1_diff(BERT-XGB),True_size,XGB_pred_size,BERT_pred_size
1620295,1.0,0.888888888888889,-0.11111111111111105,4,4,5
3277797,0.9,0.9,0.0,9,11,11
1115272,0.4615384615384615,0.4615384615384615,0.0,3,10,10
2436141,0.9166666666666666,0.8979591836734693,-0.018707482993197355,22,26,27
1377872,0.5,0.5,0.0,1,3,3
1992905,0.8,0.7692307692307693,-0.03076923076923077,10,15,16
515690,0.9411764705882353,0.9411764705882353,0.0,8,9,9
452605,0.9411764705882353,0.9411764705882353,0.0,8,9,9
1771210,0.19999999999999998,0.13333333333333333,-0.06666666666666665,1,9,14
1485602,0.6399999999999999,0.6399999999999999,0.0,8,17,17
1918936,0.9655172413793104,0.9655172413793104,0.0,14,15,15
156846,0.9047619047619047,0.9047619047619047,0.0,19,23,23
2623198,0.8636363636363636,0.8636363636363636,0.0,19,25,25
3137042,0.4210526315789474,0.4210526315789474,0.0,4,15,15
1598762,0.19999999999999998,0.19999999999999998,0.0,1,9,9
2750013,0.923076923076923,0.923076923076923,0.0,12,14,14
1598256,0.5714285714285715,0.5714285714285715,0.0,6,15,15
2047259,0.8936170212765957,0.8936170212765957,0.0,21,26,26
2778899,0.5,0.5,0.0,3,9,9
334943,0.6666666666666666,0.6666666666666666,0.0,6,12,12
1026077,0.5,0.6666666666666666,0.16666666666666663,3,5,6
2062768,0.9411764705882353,0.8421052631578948,-0.09907120743034048,8,9,11
1305831,1.0,1.0,0.0,11,11,11
3153288,0.761904761904762,0.7441860465116279,-0.017718715393134077,16,26,27
1324891,0.5454545454545454,0.5454545454545454,0.0,6,16,16
2064682,0.8750000000000001,0.8750000000000001,0.0,7,9,9
253120,0.7777777777777778,0.7777777777777778,0.0,7,11,11
765317,0.3076923076923077,0.2857142857142857,-0.02197802197802201,2,11,12
1368173,0.9411764705882353,0.9411764705882353,0.0,8,9,9
1235704,0.8,0.8,0.0,12,18,18
2100600,0.8,0.6666666666666666,-0.13333333333333341,8,12,16
363521,0.9411764705882353,0.9411764705882353,0.0,16,18,18
535443,0.8421052631578948,0.8421052631578948,0.0,8,11,11
3277798,0.6666666666666666,0.6666666666666666,0.0,8,16,16
2097928,0.8571428571428571,0.8571428571428571,0.0,9,12,12
1366276,0.3333333333333333,0.5454545454545454,0.2121212121212121,3,3,8
2580627,0.6666666666666666,0.6666666666666666,0.0,4,8,8
1834205,0.9473684210526316,0.9523809523809523,0.005012531328320691,10,9,11
55003,1.0,1.0,0.0,1,1,1
973080,1.0,1.0,0.0,2,2,2
2721678,1.0,1.0,0.0,4,4,4
3198040,0.33333333333333337,0.2608695652173913,-0.07246376811594207,3,15,20
1019903,0.7058823529411764,0.6086956521739131,-0.09718670076726332,7,10,16
2129373,0.25,0.33333333333333337,0.08333333333333337,3,13,15
2896262,0.923076923076923,0.923076923076923,0.0,12,14,14
1375243,0.6666666666666667,0.6666666666666666,-1.1102230246251565e-16,13,23,26
2916686,1.0,1.0,0.0,12,12,12
1404086,0.9473684210526316,0.9473684210526316,0.0,9,10,10
3022008,0.4,0.4,0.0,2,8,8
3121565,0.19999999999999998,0.19999999999999998,0.0,1,9,9
3334216,0.8,0.8,0.0,2,3,3
27339,0.2857142857142857,0.2857142857142857,0.0,1,6,6
961686,0.5714285714285715,0.5714285714285715,0.0,2,5,5
1260727,0.8823529411764706,0.8571428571428571,-0.025210084033613467,15,19,20
1518990,0.9090909090909091,0.9090909090909091,0.0,5,6,6
2258336,1.0,1.0,0.0,9,9,9
55624,0.8695652173913044,0.8695652173913044,0.0,10,13,13
1558792,1.0,1.0,0.0,1,1,1
2155307,0.88,0.846153846153846,-0.03384615384615397,11,14,15
330021,0.9189189189189189,0.9189189189189189,0.0,17,20,20
1933174,0.8205128205128205,0.8260869565217391,0.005574136008918651,19,20,27
2581557,0.5714285714285715,0.5714285714285715,0.0,4,10,10
2936546,0.9655172413793104,0.9655172413793104,0.0,14,15,15
1129027,0.7777777777777778,0.7777777777777778,0.0,7,11,11
2388114,0.8750000000000001,0.8750000000000001,0.0,7,9,9
2260878,0.6666666666666666,0.6666666666666666,0.0,4,8,8
2439344,0.37037037037037035,0.37037037037037035,0.0,5,22,22
1845020,0.8235294117647058,0.8235294117647058,0.0,7,10,10
733588,0.7499999999999999,0.6666666666666666,-0.08333333333333326,3,5,6
2024317,0.5454545454545454,0.5454545454545454,0.0,3,8,8
3295925,0.9090909090909091,0.9090909090909091,0.0,5,6,6
1115759,0.888888888888889,0.888888888888889,0.0,4,5,5
898544,0.33333333333333337,0.2857142857142857,-0.04761904761904767,1,5,6
471249,0.56,0.5,-0.06000000000000005,7,18,21
147961,0.33333333333333337,0.33333333333333337,0.0,2,10,10
1430420,0.6666666666666666,0.6666666666666666,0.0,2,4,4
2659434,0.9090909090909091,0.9090909090909091,0.0,5,6,6
286345,0.8,0.8,0.0,4,6,6
3387374,0.9565217391304348,0.9565217391304348,0.0,11,12,12
770140,1.0,1.0,0.0,3,3,3
1760579,0.8,0.8,0.0,4,6,6
2327002,0.6666666666666666,0.6666666666666666,0.0,3,6,6
